ZTTime,A01     ,A03     ,A05     ,A07     ,A09     ,A11     ,B02     ,B04     ,B06     ,B08     ,B10     ,B12     ,C01     ,C03     ,C05     ,C07     ,C09     ,C11     ,D02     ,D04     ,D06     ,D08     ,D10     ,D12     ,E01     ,E03     ,E05     ,E07     ,E09     ,E11     ,F02     ,F04     ,F06     ,F08     ,F10     ,F12     ,G01     ,G03     ,G05     ,G07     ,G09     ,G11     ,H02     ,H04     
160.5,1207,2679,1465,2770,4174,2095,7346,1783,2694,2383,13304,1389,4326,4857,5973,2368,6830,6777,4979,5343,5821,5229,9236,5206,6390,4394,8052,5100,7043,7309,4857,8576,22397,21486,26617,24105,17107,22541,23535,29380,74366,32386,40143,91480
161,1192,3059,1465,2649,4326,2026,6846,1692,2596,2444,13221,1343,4242,4759,5996,2277,6830,7286,4933,5070,5813,5313,9312,5533,6163,4159,7901,4743,7050,6937,4895,8363,21554,21843,26389,23793,17790,22412,22503,28871,74449,31816,40249,90781
161.5,1252,3362,1488,2854,4440,3408,7400,1738,2763,2383,13259,1457,5677,5776,6155,2300,6755,7164,4872,5221,6011,5244,9001,5320,6428,4523,8439,4903,7028,7369,5510,8864,22928,21805,26738,24097,17304,23034,22867,29000,71693,31839,41585,92247
162,1154,3423,1510,2550,4447,3392,6792,1708,2717,2474,13221,1358,5502,4500,6352,2178,7369,6838,4622,5388,5631,5267,8568,5480,6216,4167,7863,4903,6823,7043,4857,8796,22495,21486,27065,23444,17091,22503,22754,28097,70836,31482,39430,90022
162.5,1321,3415,1434,2755,4167,2922,6717,1700,2504,2398,13365,1366,5753,4796,6117,2133,7240,6679,4622,5358,5738,5510,8470,5419,6519,4440,8113,4857,6944,7233,4774,8432,22625,23118,26412,23292,17539,22389,22389,28006,69249,30898,38989,88329
163,1260,3385,1457,2535,4356,2413,6489,1548,2520,2345,12879,1427,5859,4516,5958,2262,7589,6519,4705,5077,5464,5161,8644,5305,6565,3969,8007,4781,6770,6929,4629,8105,22321,21858,26738,22655,17737,21820,22473,28211,68292,30253,38306,88405
163.5,1290,3688,1503,2467,4303,2208,6443,1556,2573,2603,12955,1419,5662,4463,6792,2315,7992,6443,4364,5085,5601,5517,7976,5252,6679,3931,7954,4705,7096,7035,4910,8697,22609,21661,27034,22943,18010,21919,22359,27588,66288,29676,39468,85405
164,1305,3423,1510,2512,4053,2072,6610,1700,2497,2360,12910,1488,5108,4447,6178,2246,8098,6345,4645,5115,5320,5237,7642,5047,6588,3795,8234,4531,6914,6884,4774,8538,22207,21463,26921,22807,17744,21585,22230,27095,65696,28818,37312,85413
164.5,1229,3415,1419,2459,4227,2565,6815,1662,2702,2277,12735,1389,4622,4599,5897,2224,8455,6383,4576,4986,5715,5358,7612,5092,6982,3673,7992,5631,7248,7013,4629,8424,22921,21797,26731,23141,17236,21365,22693,28158,62925,28659,36727,83781
165,1245,3354,1434,2444,4227,2315,6929,1647,2535,2474,12720,1412,4698,5487,5783,2171,8257,6011,4402,4925,5571,5206,7453,4888,6610,3992,7605,5229,7384,6747,4743,8386,22549,21418,26875,23110,16940,21144,22382,27330,62036,28841,35991,82497
165.5,1298,3582,1450,2436,4136,2193,7271,2133,3096,2368,12963,1465,4455,5130,6147,2079,8363,5897,4379,5237,5601,5214,7476,5001,6717,3575,7696,4941,7028,7400,4759,8288,22837,21175,26587,23285,17016,21744,22936,27695,62393,27513,35968,81822
166,1321,3484,1419,2413,4075,2004,7316,1609,2634,2277,12712,1639,4227,5388,6428,2140,8151,5684,4508,5085,5464,5047,6975,5054,6732,3871,8181,5252,6777,6937,5001,8113,23118,21774,26465,23429,16871,21524,22883,27998,62393,27816,35604,80417
166.5,1229,3597,1503,2383,4068,2201,7536,1556,2550,2201,13259,1563,4235,5434,6193,1966,8113,5449,4463,5153,5487,4925,6990,4872,6625,3575,8022,4690,6899,6982,4759,8417,22321,21425,26541,22632,17038,21790,22640,27740,61558,28894,34465,81040
167,1237,3347,1396,2292,3787,1814,7263,1579,2565,2330,13418,1601,3893,5692,6125,1950,8090,5282,4227,4971,5381,5039,6595,4660,6428,3400,7475,4652,6747,6815,4819,8250,21964,21129,26442,22632,16720,21372,22275,27376,61938,27535,33418,78132
167.5,1374,3499,1404,2224,3924,2011,7711,1647,2535,2216,13228,1495,4000,5882,6170,2125,7901,5350,4250,5100,5593,4888,6542,4766,6489,3263,7589,5001,6671,6610,4698,8007,22124,20962,25919,22579,17334,21220,22412,27809,61414,26693,32894,80151
168,1229,3377,1381,2421,3924,1806,7734,1510,2596,2315,12849,1533,4159,5214,6185,1882,7870,5199,4311,4963,5442,5009,6732,4569,6603,3354,7749,4850,6830,6762,4728,8014,22435,20644,25752,22632,16416,21524,22086,27254,61535,27224,32568,76879
168.5,1252,3354,1465,2178,3871,1783,7673,1510,2391,2459,13281,1442,3810,5237,6223,1958,7506,5017,4273,5032,5434,4963,6504,4721,6314,3461,7832,4409,6800,7180,4614,7832,22192,20856,26199,22799,16902,21327,22002,27421,59972,27171,32659,76112
169,1108,3172,1351,2967,3863,1700,8037,1533,2778,2482,13092,1472,3506,5130,5874,1829,7346,5054,4265,4963,5320,4759,6853,4569,6125,3309,7764,4546,6739,6709,4675,7863,22503,20879,25456,23034,16499,20681,22192,27619,59258,26662,32143,74518
169.5,1214,3241,1305,2322,3810,1776,7339,1510,2664,2246,12841,1518,3324,5305,5851,2057,7119,4888,4258,4857,5267,4736,6770,4576,6952,3354,7999,4592,6527,6474,4804,7749,22146,20385,25509,23103,18792,20993,21843,28226,58468,25919,32325,75398
170,1146,3005,1396,2292,3764,1806,7339,1480,2778,2208,12606,1389,3347,6011,6777,2208,6800,4986,4098,4842,5358,4478,6542,4394,6367,3848,7491,4576,6428,6565,4546,7825,21987,20340,25258,22921,16955,20423,21547,27095,57853,25926,32150,73303
170.5,1131,2967,1305,2482,3886,1791,7225,1427,2892,2057,12393,1488,3499,5692,6648,2125,6868,4986,4311,4789,5343,4493,6588,4516,5935,3415,7233,4592,6276,6428,4485,7582,21881,20052,25881,22427,16932,20864,21463,26936,57140,25600,31429,74055
171,1138,2421,1366,2482,3742,1685,7050,1639,2785,2171,12568,1381,3506,5905,6534,2049,6732,5039,4371,4850,5396,4470,6481,4349,6026,3446,7339,4599,6132,7005,4508,7278,21691,20666,25137,24704,17069,20894,21615,26776,56874,25213,31892,72286
171.5,1222,2679,1427,2580,3529,1738,6906,1677,2990,2079,12614,1632,3453,5487,6739,1973,6679,4956,4273,4766,5100,4402,6808,4500,5738,3195,7248,4736,6345,6808,4432,7309,21896,20241,26108,22890,16818,20757,21995,27255,56145,25903,31695,73379
172,1146,2603,1343,2413,3711,1776,6367,1594,2899,2201,12226,1480,3650,5328,7187,1875,6618,4948,4432,4812,5244,4523,6603,4068,6056,3263,7506,4500,5980,6792,4402,7642,22093,20310,25721,22716,17008,20871,21995,26898,55477,25539,31323,73857
172.5,1131,2641,1313,2315,3597,1670,7445,1525,2800,2140,11452,1488,3339,5146,6830,1882,6481,4872,4356,4781,5039,4258,6701,4250,6246,3165,7407,4652,5768,6914,5092,7248,21463,22093,26860,22275,18245,20886,21585,27755,54870,25182,31217,75535
173,1412,2664,1313,2429,3840,1586,6527,1525,3059,3210,11589,1503,3833,6413,6724,1844,6588,4713,4265,4827,5024,4303,6489,4204,6208,3210,7392,4379,5836,6800,4220,7180,20856,19862,25600,21137,16219,20218,21729,27406,54354,25592,30313,73030
173.5,1176,2512,1267,2429,3787,1563,6390,1563,3203,2300,11422,1381,3248,5229,6489,1806,6572,4531,4280,4766,5077,4508,6314,4242,6026,3036,7164,4500,5942,7324,4265,6990,21380,19778,24917,21585,16340,20385,21182,26351,53913,25327,30306,72324
174,1184,2451,1321,2717,3696,1586,6193,1677,3021,2277,11536,1419,3188,5388,7005,2079,6770,4804,4584,4789,5214,4584,6284,4349,6261,3446,7324,5199,5889,7187,4774,6959,22048,19869,25304,21661,16704,20446,21471,27088,54339,24902,31232,73690
174.5,1085,2664,1366,2671,3855,1738,6147,1518,2937,2193,12006,1465,3172,5267,7286,1897,6421,4721,4425,4834,5297,4334,6185,4258,6041,3392,7028,4842,5844,7195,4144,6823,22192,20249,25736,21547,16249,20613,21592,27148,53602,24727,30124,73280
175,1245,2664,1336,2527,3939,1768,5950,1533,3028,2300,11733,1761,2952,5138,6884,1746,6238,4531,4356,4645,5259,4258,6041,4242,6064,3309,6550,4918,5646,6990,4197,6853,22306,20097,25106,21661,16644,20044,21630,26708,51325,24067,29289,75277
175.5,1252,2687,1321,2808,3840,1609,5798,1753,3081,2171,10686,1389,3218,4933,6322,1783,6140,4736,4508,4592,4963,4296,6102,4144,6132,3317,6633,4645,5601,6944,4106,7164,21585,20211,25152,21296,16515,19702,21486,26602,50353,23717,29554,72445
176,1192,2740,1351,2929,4182,1897,6147,1457,3005,2315,10951,1457,3188,5464,6360,1738,6155,4485,4242,4827,5092,4242,5867,4091,6094,3119,6451,4819,5669,7096,4197,6967,22131,20871,26040,21433,16446,19877,21623,26746,49230,23748,29304,71853
176.5,1176,2504,1290,2740,3916,1624,5829,1442,2831,2398,10580,1313,2899,5199,6459,1806,6238,4364,4000,4660,5221,4394,5798,4045,5950,3043,6345,4440,5745,6906,4030,8773,21721,20408,25319,21790,16431,19657,22101,26799,49252,25038,28575,70205
177,1192,2429,1343,2929,3795,1662,5935,1389,2603,2330,10678,1358,2990,5282,6125,1723,6163,4925,4098,4463,5426,4038,5760,4022,6117,3013,6527,4538,5404,6921,4098,8568,21767,21122,24909,22291,16560,19664,21949,26625,48964,24666,29046,70532
177.5,1305,2542,1305,3165,4273,1548,5935,1427,3134,2429,10526,1283,3043,5282,5942,1837,6231,4850,4151,4584,5578,4106,5631,4015,6140,3028,6550,4592,5616,6868,4136,7756,21653,20218,25084,21987,17008,19080,21767,26002,48615,24955,30124,68975
178,1207,2596,1374,3210,3795,1624,5905,1563,2983,2421,10322,1366,2929,5829,5927,2019,6246,4834,4326,4614,5259,4311,5844,4068,6003,2861,6527,4516,5571,6580,4447,7172,22078,20477,25160,22070,16310,19642,21752,26564,48326,24476,28940,69097
178.5,1108,2429,1442,3294,3408,1624,5677,1412,2626,2262,9957,1351,2664,4759,6056,1905,6155,4417,4220,4485,5153,4136,5669,3810,5821,2861,6413,4470,5548,6625,4083,7741,21759,20499,24325,22359,16310,19475,21532,25835,45798,23801,28833,67176
179,1047,2413,1343,3051,3354,1541,5707,1336,2892,2504,10534,1313,2778,4842,6231,1768,5988,4819,4326,4470,5130,4288,5586,3848,5851,3021,6648,4925,5343,6899,3977,7157,20773,19983,24416,22177,16462,19831,22002,26093,47309,23869,29570,69180
179.5,1161,2520,1404,3021,3263,1586,5692,1321,2747,2360,10314,1510,2641,4607,5829,1723,5867,4667,4417,4379,5123,4189,5586,3909,5722,2816,6451,4660,5980,6481,4083,6603,21251,19626,24461,21782,16074,19801,21752,25911,46315,23346,29152,68118
180,1123,2527,1321,3286,3256,1586,5631,1579,2656,2467,10466,1427,2702,4736,6094,1829,6861,4751,4075,4508,5297,4311,5609,3772,5745,2838,6489,4538,5798,6610,3954,7050,21539,20112,24583,21638,16090,19551,21327,26154,45457,23558,29516,68816
180.5,1047,2588,1351,3013,3484,1586,5609,1503,2656,2406,10306,1541,2876,4675,5988,1647,6633,4592,4000,4622,5237,4106,5442,3711,5775,2869,6694,4554,5510,6588,4250,7073,21296,20203,24340,21577,15778,20348,21266,25873,44971,22700,29706,67396
181,1123,2588,1381,3157,3347,1563,5821,1389,2983,2482,10481,1419,3051,4470,6087,1670,6542,4242,4075,4614,5388,4053,5533,3696,5715,2800,6747,4440,5472,6489,4151,6443,21539,20082,23930,22131,16128,19960,21365,26230,44599,23406,28636,67100
181.5,1123,2482,1305,2960,3180,1594,6276,1374,3225,2383,10974,1252,2649,4789,5942,1677,6686,4258,3893,4432,4910,4053,5487,3643,5806,2709,6686,4500,5449,6679,4060,6185,20742,19687,23573,22146,15786,19869,21122,26040,43035,22245,28059,65726
182,1123,2527,1283,3028,3180,1465,6352,1427,2535,2542,10428,1260,3635,8910,5912,1761,6185,4151,4159,4341,5077,4379,5457,3666,5942,2816,6588,4417,5221,6383,4022,6026,21122,20241,23626,21934,15816,19657,20788,26207,42709,21638,28044,66258
182.5,1131,2338,1313,2899,3028,1579,5510,1457,2300,2542,10124,1366,2520,4197,5897,1753,6542,4371,3939,4318,5123,3962,5184,3559,5859,2816,6732,4258,5138,6102,3878,5950,20917,20537,24431,22010,15270,19664,20598,25812,42185,21934,28340,63828
183,1123,2413,1351,3628,3188,1510,5775,1488,2406,2429,9502,1305,2816,5199,6276,1753,6254,4113,4038,4273,5070,4151,5487,3597,5798,2861,6512,4326,5092,6269,4000,6254,20788,19976,24044,21774,15361,19702,21569,26321,41768,21964,27976,64937
183.5,1169,2239,1419,2975,2990,1890,5700,1579,2512,2497,9517,1321,2816,4440,6648,2072,6254,4015,4326,4546,5601,4174,5077,3909,6026,2869,6959,4227,4910,6140,4364,6990,20902,19535,23854,21941,15475,19330,21069,26465,40705,21888,27809,64056
184,1222,2117,1358,3043,2937,1624,5973,1495,2391,2330,9570,1207,3089,5070,6345,1829,6185,4288,3833,4432,4986,3992,5146,3696,6276,3279,6679,4326,4781,6292,4007,6982,21562,19626,23748,21964,15596,19323,21129,26230,38898,21638,28089,63957
184.5,1146,2064,1343,2990,3021,1624,5313,1374,2239,2338,9456,1192,2702,4113,6094,1692,5874,4151,3521,4356,4971,3855,4971,3613,5950,2740,6405,4311,4728,6147,3939,6200,20924,19596,23976,21661,14837,19080,20993,25486,37912,20704,27543,63327
185,1063,2269,1313,2838,2907,1563,5100,1366,2262,2178,9100,1245,2725,4106,6109,1692,5867,4538,3567,4296,4736,4000,5070,3461,5609,2816,6390,4371,4592,5859,3977,6269,20704,20203,23513,21782,14754,18761,20818,25023,37623,20773,27748,63342
185.5,1169,2102,1305,2717,2884,1647,5138,1389,2315,2413,9342,1260,2535,4167,5586,1776,5624,4144,3749,4546,4857,3924,5100,3544,5684,2770,6443,4106,4660,5950,3909,6163,20598,19687,24150,21623,14982,19497,20757,25296,37289,20826,27467,64079
186,1176,2117,1427,3059,2800,1708,6034,1381,2603,3028,9464,1252,2527,4022,5631,1882,5616,4197,3901,4409,4925,4189,4910,3719,5457,2854,6428,4371,4713,5920,3893,6109,20780,19793,23475,21759,15801,19330,21190,25403,36257,20719,27771,64504
186.5,1108,2034,1336,2763,2937,1723,5290,1442,2391,2664,9517,1343,2527,3840,5624,1692,5669,4022,3916,4463,4819,3871,4827,3742,5184,2983,6519,4258,4781,6147,4159,6276,20226,19718,23634,21866,16560,19171,20712,25812,35801,20492,26799,63168
187,1169,2049,1328,2823,2687,1837,4948,1518,2375,2580,9396,1321,2664,4129,5388,1821,5593,4068,3658,5146,4698,3855,4812,3453,4933,2816,6254,4091,4713,5912,4334,6375,20560,19892,23573,21941,14959,18867,20515,25516,35779,19968,26670,62947
187.5,1214,1981,1283,2474,2725,1563,4956,1457,2269,2907,9206,1305,2550,3962,5313,1677,5684,3954,3939,4440,4857,3954,5039,3430,4925,2983,6481,4258,4508,5897,3924,6178,20818,20006,23232,21304,15194,19323,20469,25752,35566,19551,25402,65491
188,1169,1859,1374,2580,2618,1579,4857,1488,2338,2687,8993,1275,2482,4030,5221,1692,5411,4038,5943,4341,4819,3749,4766,3453,4690,3203,6360,4075,4576,5813,3939,5889,20363,19338,23459,21554,15270,19277,19900,25623,35088,19095,25532,65377
188.5,1116,1799,1328,2580,2641,1510,4576,1404,2178,2558,8842,1313,2383,3848,4872,1700,5290,4371,3840,4356,4629,3764,4850,3446,4592,2694,6276,4022,4546,5684,3939,6155,19945,18981,22913,21532,15232,19133,19983,25828,35703,19513,25714,61217
189,1146,1768,1336,3127,2793,1541,4531,1434,2353,2770,8895,1313,2603,3787,4660,1654,5502,4250,3704,4311,5130,4151,4895,3400,4683,2747,6345,3916,4485,5859,3909,6276,20287,19543,23444,21592,17099,19330,20332,25995,35475,19293,26260,61239
189.5,1192,1738,1283,2876,2679,1632,4607,1389,2580,2800,9183,1343,2512,3476,4508,1662,5214,4182,3817,4280,4721,3901,4781,3461,4356,2603,6216,3787,4463,5753,3984,6041,19642,18966,23148,21866,15255,19482,20469,26010,34974,19133,25562,59341
190,1116,1829,1389,2641,2664,1647,5009,1442,2740,2846,8963,1222,2922,9297,4394,2201,5085,4129,3666,4258,4895,4645,4705,3392,4895,3400,5950,3840,4523,5775,4318,6087,20036,20454,23824,21995,14852,19346,20249,25964,34769,19012,25372,59736
190.5,1267,1670,1260,2558,2679,1662,4728,1396,2489,2816,8637,1222,2497,3491,4311,1632,4963,4318,3886,4197,4759,4091,4531,3271,4250,2649,5639,3810,4379,5821,3817,5912,19998,19353,23429,21979,15171,18754,20446,25949,33896,19103,25812,60556
191,1123,1746,1298,2383,2656,1639,4599,1396,2224,2808,9373,1245,2391,4151,4455,1594,4941,4167,3916,4273,4455,3749,4576,3468,4425,2747,6056,3605,4258,5540,4227,5874,20218,19930,23915,22063,15460,19277,20165,26116,33919,19156,26275,61847
191.5,1199,1700,1184,2527,2763,1928,4493,1442,2262,2694,9540,1229,2322,3370,4387,1586,5017,4174,3666,4371,4584,3855,4516,3499,4174,2603,5897,3567,4296,5958,3878,5631,20074,19156,23080,21881,14746,18943,19922,25736,33585,18761,25008,60192
192,1260,1753,1298,2368,2451,1571,4622,1396,2330,2808,9805,1237,2413,3552,4736,1617,4986,4660,4007,4637,4554,3909,4402,3134,4326,3347,5775,3855,4296,5753,3962,5791,20143,19353,23619,22108,14716,19277,19960,25137,32978,18640,25349,61923
192.5,1176,1746,1245,2474,2360,1556,4371,1457,2254,2732,9889,1366,2391,3339,4713,1746,4948,4098,3802,4349,4584,3833,4592,3332,4318,2497,5775,3704,4303,6064,4022,5586,20044,18898,23118,22412,14966,19429,19983,25995,32537,18374,25342,59706
193,1154,1632,1260,2444,2391,1518,4280,1229,2155,2504,9692,1176,3119,3089,4690,1617,4796,4296,3628,4334,4721,3977,4470,3408,4440,2459,5806,3795,4508,6018,4000,5593,21319,21137,23019,22010,14412,19163,20674,25380,32340,18139,24864,59000
193.5,1146,1617,1275,2504,2497,1457,4220,1290,2133,2565,9783,1207,2155,3210,4721,1692,4713,4007,3650,4538,4683,3893,4432,3317,4349,2611,5851,3643,4144,5973,4075,5517,20226,19353,22640,21403,16553,19126,20256,26328,32325,18594,24454,58734
194,1169,1586,1199,2770,2383,1563,6534,1450,2611,3051,9980,1192,2133,3134,4667,1685,4850,3992,3658,4242,4493,3886,4387,3332,4273,2504,5722,3643,4402,5882,4022,5700,20317,18617,22860,21182,15065,19072,20021,25410,32492,18109,24302,57633
194.5,1184,1654,1321,2588,2444,1571,4106,1336,2353,2322,9881,1222,2193,2983,4607,1601,4751,3810,3476,4356,4447,3742,4318,3263,4409,2489,5646,3696,4440,5753,4311,5449,20256,18404,22799,21486,15839,18761,19771,25418,31786,18116,24363,56867
195,1222,1525,1267,2998,2527,1639,4334,1229,2436,2626,10071,1222,2300,3590,4622,1966,4728,3878,3605,4349,4569,4030,4561,3453,4265,2611,5631,3666,4607,5654,4766,5753,20674,18146,22860,22040,14830,19019,19801,25342,31991,17775,24537,56282
195.5,1146,1563,1199,2580,2550,2011,4242,1366,2125,2254,9768,1222,2064,2945,4432,1556,4629,3749,3575,4311,4538,3673,4204,3248,4288,2375,5722,3871,4318,5654,3901,5593,20203,18526,22936,21873,14336,19103,19831,25600,31854,17919,23824,55819
196,1176,1639,1169,2580,2383,1495,4235,1214,2216,2413,10079,1184,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
